"代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率","涨跌速率","振幅","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前价","盘后价","盘前涨跌幅","盘后涨跌幅","盘前额","盘后额","盘前振幅","盘后振幅","盘前涨跌额","盘后涨跌额","总市值","流通值","总股本","流通股","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","道琼斯指数相关性","纳斯达克100相关性","标普500相关性","罗素2000相关性","费城半导体指数相关性","VIX指数相关性","恒生指数相关性","恒生科技指数相关性","富时中国50指数相关性","沪深300相关性","富时中国A50指数相关性","日经225相关性","TOPIX指数相关性","富时海峡指数相关性","大马综合指数相关性","TSX相关性","ASX200相关性","期权总成交","期权总持仓","正股IV","正股HV","正股IV-正股HV","IV等级","IV百分位数","行权价","到期日","未平仓数","溢价","隐含波动率","Delta","Gamma","Theta","Vega","Rho","距到期日","内在价值","时间价值","杠杆倍数","有效杠杆","盈亏平衡点","到盈亏平衡","盈利概率"
"APLS","Apellis Pharmaceuticals","19.480","+0.200","+1.04%","+0.05%","+11.06%","-38.95%","19.470","19.490","6","76","344189","6662973.60","0.000%","19.320","19.280","19.660","19.090","0.44%","0.00%","2.96%","亏损","亏损","14.904","1.37","-85.37%","19.280","19.500","0.00%","+1.14%","1098.06","5531650.70","0.00","1.14","0.000","+0.220","2448290424.80","1509965570.84","125682260","77513633","+0.67%","+8.89%","+10.56%","-33.47%","-47.42%","生物技术","0.25","0.24","0.26","0.30","0.21","-0.22","-","-","-","-","-","-","-","-","-","-","-","272","51688","80.78%","48.46%","32.33%","70","83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SCO","2倍做空彭博原油ETF-Proshares","17.035","+0.225","+1.34%","-0.21%","-14.83%","+0.68%","17.030","17.040","2200","1400","827845","14139405.37","0.000%","16.990","16.810","17.175","16.935","9.97%","-0.15%","1.43%","-","-","1.017","2.68","22.22%","17.020","16.800","+1.25%","-0.06%","152108.27","84304.38","1.67","0.42","+0.210","-0.010","141479422.70","141479422.70","8305220","8305220","+0.09%","+2.62%","+2.74%","+4.70%","+2.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","191","17131","47.29%","54.36%","-7.07%","16","16%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ICL","以色列化学","6.840","-0.010","-0.15%","+0.32%","+3.21%","+40.27%","6.840","6.850","414","400","71098","485712.83","2.750%","6.850","6.850","6.860","6.785","0.01%","0.22%","1.10%","22.064","21.375","1.510","0.71","1.72%","6.840","6.850","-0.15%","0.00%","1272.15","68664.75","0.44","0.00","-0.010","0.000","8828200064.16","4948133729.76","1290672524","723411364","+0.29%","-2.98%","+1.18%","+18.86%","+52.35%","农业投入品","0.37","0.33","0.37","0.40","0.32","-0.34","-","-","-","-","-","-","-","-","-","-","-","0","7661","50.21%","25.67%","24.54%","17","53%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RXRX","Recursion Pharmaceuticals","6.350","-0.050","-0.78%","-0.08%","+10.43%","-6.07%","6.350","6.360","3903","771","18503902","118057858.83","0.000%","6.500","6.400","6.520","6.091","4.46%","0.55%","6.70%","亏损","亏损","2.948","2.62","67.01%","6.510","6.510","+1.72%","+1.72%","9953700.53","6193562.58","7.03","3.91","+0.110","+0.110","2753215073.95","2636341952.35","433577177","415171961","+21.65%","+18.47%","+31.47%","-14.54%","-21.99%","生物技术","0.41","0.47","0.48","0.58","0.47","-0.40","-","-","-","-","-","-","-","-","-","-","-","24336","416969","101.95%","76.32%","25.63%","52","84%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LYFT","Lyft Inc","14.925","+0.155","+1.05%","+0.61%","+23.76%","+15.70%","14.920","14.930","511","468","2810546","41315855.97","0.000%","14.730","14.770","14.925","14.500","0.73%","-0.20%","2.88%","99.500","248.750","7.492","1.34","4.39%","14.730","14.830","-0.27%","+0.41%","653015.55","6130140.26","0.74","0.68","-0.040","+0.060","6277990434.38","5729670112.88","420635875","383897495","+0.30%","-9.27%","-0.17%","+6.91%","+19.59%","应用软件","0.40","0.42","0.44","0.50","0.40","-0.36","-","-","-","-","-","-","-","-","-","-","-","16787","647072","69.58%","38.65%","30.94%","30","62%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GDTC","新细胞医学","2.046","+0.046","+2.29%","0.00%","-12.94%","-39.82%","2.000","2.040","400","52","4601","9421.71","0.000%","2.030","2.000","2.085","2.030","0.13%","0.00%","2.75%","亏损","亏损","3.370","1.09","76.99%","2.000","2.000","-0.00%","-0.00%","58.00","7936.21","0.00","9.00","-0.000","-0.000","23610840.00","7352835.01","11540000","3593761","+0.29%","-11.43%","-8.04%","-17.83%","-4.84%","生物技术","0.12","0.13","0.13","0.14","0.13","-0.12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LCID","Lucid Group","2.922","+0.102","+3.60%","-0.46%","+19.25%","-3.26%","2.920","2.930","51113","12669","73164848","211672730.45","0.000%","2.760","2.820","2.970","2.750","5.93%","-0.17%","7.80%","亏损","亏损","2.798","1.32","60.27%","2.760","2.810","-2.13%","-0.36%","5054061.90","6573411.50","3.55","1.06","-0.060","-0.010","8911645561.46","3602531597.35","3050262035","1233068044","+25.39%","+27.03%","+35.26%","+5.47%","-18.62%","汽车制造","0.27","0.28","0.30","0.40","0.28","-0.28","-","-","-","-","-","-","-","-","-","-","-","136468","3005956","128.56%","120.91%","7.66%","36","94%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ROKU","Roku Inc","89.858","-1.832","-2.00%","+0.42%","+38.99%","+20.87%","89.830","89.910","1","9","779248","69619193.33","0.000%","91.000","91.690","91.040","88.210","0.61%","0.06%","3.09%","亏损","亏损","5.217","1.64","-80.00%","90.960","91.630","-0.80%","-0.07%","411563.12","6429555.33","1.13","0.20","-0.730","-0.060","13178948796.28","11555940662.96","146663515","128601674","+0.65%","+1.95%","+11.07%","+9.13%","+44.82%","娱乐","0.46","0.52","0.52","0.53","0.44","-0.43","-","-","-","-","-","-","-","-","-","-","-","3761","215365","60.70%","25.40%","35.30%","30","58%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MTLS","Materialise","5.978","-0.032","-0.54%","-0.20%","+13.00%","-15.09%","5.980","6.030","1","100","6564","39501.50","0.000%","5.980","6.010","6.069","5.978","0.03%","0.00%","1.51%","31.966","22.222","1.213","0.47","-98.02%","0.000","5.910","0.00%","-1.66%","0.00","976.20","0.00","0.00","0.000","-0.100","353091824.47","144950931.80","59067186","24248207","+4.14%","+5.06%","+10.70%","-29.34%","+1.66%","应用软件","0.34","0.33","0.35","0.41","0.28","-0.31","-","-","-","-","-","-","-","-","-","-","-","0","9195","63.40%","32.67%","30.72%","11","55%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VERV","Verve Therapeutics","10.930","0.000","0.00%","0.00%","+89.10%","+93.79%","10.930","10.940","1469","8646","592758","6487660.56","0.000%","10.960","10.930","10.990","10.910","0.91%","0.02%","0.73%","亏损","亏损","2.061","0.95","-70.95%","10.960","11.018","+0.27%","+0.81%","25504.05","160215.45","0.64","0.91","+0.030","+0.088","976182499.02","715765401.09","89312214","65486313","-0.82%","-1.80%","-1.62%","+50.76%","+52.23%","生物技术","0.25","0.23","0.25","0.36","0.22","-0.21","-","-","-","-","-","-","-","-","-","-","-","7","74296","25.15%","7.37%","17.78%","1","2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AA","美国铝业公司","31.640","+0.660","+2.13%","+0.83%","+20.08%","-15.70%","31.640","31.660","109","102","1348296","42534074.91","1.260%","31.255","30.980","31.970","31.145","0.53%","0.35%","2.66%","7.462","121.692","1.335","0.92","3.32%","31.370","31.280","+1.26%","+0.97%","1139754.64","3223373.30","1.29","1.06","+0.390","+0.300","8191695864.55","8129317976.93","258902338","256930856","+11.06%","+3.70%","+10.21%","-6.74%","-7.24%","铝","0.51","0.48","0.53","0.59","0.48","-0.41","-","-","-","-","-","-","-","-","-","-","-","3395","276252","44.88%","51.12%","-6.23%","5","5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"IWL","iShares Russell Top 200 ETF","155.260","-0.660","-0.42%","0.00%","+15.73%","+7.82%","155.410","155.500","360","100","5759","896860.06","1.010%","156.000","155.920","156.070","155.260","0.05%","0.00%","0.52%","-","-","0.996","1.17","56.52%","155.920","155.920","0.00%","0.00%","155.92","2183.86","0.00","0.17","0.000","0.000","1754438000.00","1754438000.00","11300000","11300000","+0.67%","+1.15%","+4.65%","+4.38%","+15.34%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","3","19.07%","8.00%","11.07%","44","86%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DIS","迪士尼","121.285","+0.445","+0.37%","+0.21%","+35.32%","+9.39%","121.290","121.320","160","234","995824","120433238.34","0.780%","120.750","120.840","121.285","120.560","0.06%","0.05%","0.60%","24.701","44.590","2.089","0.73","-18.78%","120.650","120.960","-0.16%","+0.10%","632523.65","71821179.21","0.69","0.66","-0.190","+0.120","218039661329.64","218039661329.64","1797746311","1797746311","+1.94%","-0.44%","+3.44%","+8.62%","+29.97%","娱乐","0.53","0.45","0.51","0.47","0.40","-0.38","-","-","-","-","-","-","-","-","-","-","-","5253","806100","32.21%","15.31%","16.91%","31","64%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"KLIP","KraneShares China Internet & Covered Call Strategy ETF","32.560","+0.023","+0.07%","+0.15%","+11.45%","+13.45%","32.490","32.580","1","1","6641","215943.28","35.670%","32.492","32.537","32.570","32.480","0.22%","0.00%","0.28%","-","-","1.002","1.84","0.00%","32.540","32.540","+0.01%","+0.01%","65.07","683.21","0.00","0.01","+0.003","+0.003","98767666.80","98767666.80","3033405","3033405","+0.46%","+1.46%","+3.73%","+10.45%","+14.92%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","274","34.46%","8.30%","26.16%","12","56%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
".SPX","标普500指数","6299.31","-6.29","-0.10%","+0.13%","+14.85%","+7.10%","0.00","0.00","0","0","704695940","0.00","0.000%","6306.60","6305.60","6312.74","6281.71","0.00%","0.00%","0.49%","-","-","-","0.00","0.00%","-","-","-","-","0.00","0.00","-","-","-","-","0.00","0.00","0","0","+0.89%","+1.19%","+4.55%","+3.82%","+13.21%","-","0.90","0.96","1.00","0.81","0.84","-0.80","-","-","-","-","-","-","-","-","-","-","-","1139256","18854011","16.63%","7.67%","8.96%","11","40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SRPT","Sarepta Therapeutics","13.150","-0.170","-1.28%","-0.15%","-78.71%","-89.18%","13.130","13.170","216","77","5439968","69345951.67","0.000%","12.450","13.320","13.230","12.240","5.80%","0.00%","7.43%","亏损","5.619","1.130","1.14","47.44%","12.450","12.192","-6.53%","-8.47%","4842079.78","25028925.34","7.28","12.09","-0.870","-1.128","1292342970.80","1234227505.75","98277032","93857605","-27.79%","-30.90%","-30.31%","-88.81%","-91.01%","生物技术","0.20","0.18","0.20","0.23","0.12","-0.15","-","-","-","-","-","-","-","-","-","-","-","14396","245242","177.52%","180.47%","-2.95%","100","100%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PLUG","普拉格能源","1.775","-0.045","-2.47%","+0.57%","+109.17%","-16.67%","1.770","1.780","83166","18123","36021824","65401927.52","0.000%","1.830","1.820","1.920","1.750","3.55%","0.57%","9.34%","亏损","亏损","1.095","2.50","64.22%","1.830","1.820","+0.55%","0.00%","3387065.89","3527201.76","6.59","2.20","+0.010","0.000","2035142862.22","1802656427.65","1146559359","1015581086","+16.01%","+25.00%","+62.84%","-9.44%","-29.00%","电气设备及零件","0.23","0.23","0.25","0.36","0.25","-0.19","-","-","-","-","-","-","-","-","-","-","-","24702","1079453","137.20%","141.62%","-4.42%","21","78%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AAP","Advance Auto Parts","62.700","-0.100","-0.16%","-0.18%","+91.15%","+34.93%","62.620","62.750","2","11","413417","26092083.79","1.590%","62.920","62.800","64.000","62.260","0.70%","0.13%","2.77%","亏损","亏损","1.710","1.17","-69.23%","62.710","63.100","-0.14%","+0.48%","39595.79","2330372.44","1.13","1.91","-0.090","+0.300","3757337439.90","3726847433.10","59925637","59439353","+0.48%","+13.02%","+21.25%","+30.14%","+7.51%","汽车零件","0.28","0.20","0.24","0.32","0.16","-0.22","-","-","-","-","-","-","-","-","-","-","-","1726","112212","74.65%","53.37%","21.28%","59","75%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PERI","Perion Network","11.230","+0.040","+0.36%","-0.09%","+25.47%","+32.59%","11.220","11.240","81","300","106825","1204712.98","0.000%","11.310","11.190","11.360","11.190","0.25%","0.00%","1.52%","亏损","44.920","0.706","2.51","-57.48%","11.370","11.190","+1.61%","0.00%","15311.79","51943.98","0.71","0.00","+0.180","0.000","505767531.40","472251933.30","45037180","42052710","+0.45%","+3.50%","+19.09%","+28.78%","+29.83%","互联网内容与信息","0.27","0.33","0.32","0.34","0.29","-0.28","-","-","-","-","-","-","-","-","-","-","-","45","23353","50.01%","32.25%","17.76%","11","13%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"YINN","三倍做多富时中国ETF-Direxion","46.495","+0.995","+2.19%","+0.30%","+41.95%","+67.94%","46.490","46.500","470","300","1158915","53575424.82","1.520%","46.320","45.500","46.538","45.890","4.34%","-0.03%","1.42%","-","-","1.021","1.98","22.08%","46.270","45.631","+1.69%","+0.29%","4517283.17","1315242.58","1.23","0.77","+0.770","+0.131","1241080201.66","1241080201.66","26692767","26692767","+6.79%","+14.63%","+19.61%","+48.68%","+106.22%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3676","243679","75.81%","47.71%","28.10%","18","27%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"HOTH","Hoth Therapeutics","1.275","-0.045","-3.39%","-0.38%","+48.50%","+70.46%","1.270","1.300","105","300","874296","1228226.83","0.000%","1.350","1.320","1.350","1.260","6.65%","-0.02%","6.82%","亏损","亏损","1.459","16.36","-48.15%","1.360","1.339","+3.03%","+1.43%","630772.44","2785.82","28.79","4.47","+0.040","+0.019","16844008.41","16761962.04","13208915","13144575","-4.84%","-1.91%","+4.10%","-1.15%","+51.90%","生物技术","0.05","0.05","0.05","0.08","0.06","-0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NEUE","NeueHealth","6.874","+0.038","+0.56%","0.00%","+2.13%","-7.36%","6.750","6.880","20","100","1038","7134.80","0.000%","6.874","6.835","6.874","6.874","0.03%","0.00%","0.00%","亏损","亏损","亏损","0.75","-66.67%","6.700","6.780","-1.98%","-0.81%","6.70","1478.04","0.00","0.00","-0.135","-0.055","61365837.39","26898816.31","8927758","3913352","-0.09%","+0.64%","+0.34%","-6.48%","+31.68%","医疗计划","0.03","0.00","0.02","0.01","0.00","-0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BSX","波士顿科学","104.070","+0.290","+0.28%","-0.00%","+2.90%","+16.51%","104.070","104.100","14","250","1185650","123500402.09","0.000%","104.230","103.780","104.555","103.880","0.08%","0.09%","0.65%","75.963","83.256","6.931","0.87","-89.39%","104.460","103.780","+0.66%","0.00%","33676.52","49172576.01","1.10","0.00","+0.680","0.000","153965981124.15","153528828636.81","1479446345","1475245783","+0.57%","+1.62%","+1.67%","+1.71%","+32.96%","医疗设备","0.50","0.47","0.53","0.37","0.37","-0.43","-","-","-","-","-","-","-","-","-","-","-","2054","190269","28.70%","17.44%","11.26%","34","80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GDXJ","小型黄金矿业ETF-VanEck","69.610","+1.020","+1.49%","+0.12%","+11.81%","+62.83%","69.630","69.640","247","300","1101834","76273145.73","1.600%","69.360","68.590","69.730","68.620","1.36%","-0.11%","1.62%","-","-","1.017","1.74","-9.69%","69.460","68.600","+1.27%","+0.01%","125525.80","4513871.38","1.33","0.44","+0.870","+0.010","5654938616.06","5654938616.06","81237446","81237446","+2.93%","+4.85%","+2.25%","+48.33%","+55.16%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2219","169148","36.09%","29.62%","6.47%","50","24%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LAES","SEALSQ Corp","3.370","-0.060","-1.75%","+0.86%","+29.11%","-45.20%","3.360","3.370","2546","5105","5616552","19101603.16","0.000%","3.540","3.430","3.540","3.300","5.18%","0.00%","7.00%","亏损","亏损","5.673","2.18","-33.45%","3.510","3.590","+2.33%","+4.66%","1576931.79","1564870.75","4.66","4.37","+0.080","+0.160","441486221.50","365336415.96","131008701","108411649","+0.29%","-15.12%","-6.78%","-9.65%","+365.46%","半导体","0.13","0.21","0.19","0.17","0.21","-0.19","-","-","-","-","-","-","-","-","-","-","-","8996","136227","99.90%","94.50%","5.40%","9","4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"EWBC","华美银行","109.305","+0.905","+0.83%","+0.29%","+28.03%","+15.61%","109.250","109.400","1","99","228402","24754118.23","2.060%","108.500","108.400","109.330","107.610","0.17%","-0.06%","1.59%","13.043","13.121","1.899","1.33","-98.00%","107.500","108.400","-0.83%","0.00%","3033.58","1891260.08","1.19","0.00","-0.900","0.000","15064982611.56","14901708158.50","137825192","136331441","+4.47%","+1.02%","+12.10%","+7.46%","+36.82%","地区银行","0.66","0.48","0.59","0.77","0.43","-0.51","-","-","-","-","-","-","-","-","-","-","-","12","1541","31.41%","25.97%","5.44%","17","21%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ADI","亚德诺","238.215","-2.265","-0.94%","+0.24%","+22.57%","+13.12%","238.100","238.260","15","13","1088851","258557538.16","1.570%","238.790","240.480","241.398","234.000","0.22%","0.08%","3.08%","64.732","72.626","3.376","2.23","7.14%","239.490","235.300","-0.41%","-2.15%","2320276.67","35731222.15","1.90","2.35","-0.990","-5.180","118213764010.14","117783516990.40","496248196","494442067","-0.92%","-2.83%","+3.13%","+14.71%","+0.94%","半导体","0.66","0.74","0.75","0.66","0.81","-0.58","-","-","-","-","-","-","-","-","-","-","-","1227","82687","32.69%","15.72%","16.97%","18","45%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TECX","Tectonic Therapeutic","22.290","+0.370","+1.69%","+2.29%","-0.40%","-51.72%","22.030","22.300","8","320","82389","1806732.03","0.000%","22.000","21.920","22.990","21.640","0.94%","-1.26%","6.16%","亏损","亏损","1.382","2.56","-95.12%","22.000","22.340","+0.36%","+1.92%","9746.00","29611.84","0.00","1.92","+0.080","+0.420","416210225.61","195419349.99","18672509","8767131","+3.96%","+8.15%","+18.88%","-8.80%","+33.95%","生物技术","0.20","0.19","0.21","0.25","0.20","-0.21","-","-","-","-","-","-","-","-","-","-","-","0","566","83.06%","60.19%","22.88%","27","26%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RIGL","Rigel Pharmaceuticals","19.850","+0.260","+1.33%","+0.46%","+4.14%","+18.01%","19.790","19.950","2","200","24230","475207.76","0.000%","19.610","19.590","19.957","19.430","0.16%","0.00%","2.69%","9.497","20.050","19.104","0.93","-98.02%","0.000","19.590","0.00%","0.00%","0.00","57803.38","0.00","0.00","0.000","0.000","354767775.20","297217186.30","17872432","14973158","+5.03%","+7.76%","+5.33%","-10.42%","+96.34%","生物技术","0.33","0.26","0.31","0.41","0.21","-0.29","-","-","-","-","-","-","-","-","-","-","-","3","1086","82.51%","37.11%","45.40%","17","71%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
